Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Accuracy,Spreadsheet: display,Spreadsheet: test items,BA
44,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,31,Formal Test,Formal Test,s9687n,1,Formal Test,提起修理手錶，陳師傅可是老把式呢。,否
45,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,32,Formal Test,Formal Test,s9687n,1,Formal Test,學校把書賣給學生。,是
46,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,33,Formal Test,Formal Test,s9687n,1,Formal Test,媽媽拿著一把刀切菜。,否
47,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,34,Formal Test,Formal Test,s9687n,1,Formal Test,約翰運用了二胡、把烏和戲曲鑼鼓點等民樂因素。,否
48,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,35,Formal Test,Formal Test,s9687n,1,Formal Test,他把水燒了半天。,是
49,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,36,Formal Test,Formal Test,s9687n,0,Formal Test,妹妹把玩地上的玩具。,否
50,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,37,Formal Test,Formal Test,s9687n,1,Formal Test,國際石油組織誓言把油價維持在二十二美元以上。,是
51,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,38,Formal Test,Formal Test,s9687n,1,Formal Test,芭蕾把桿是芭蕾舞者的必備工具。,否
52,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,39,Formal Test,Formal Test,s9687n,1,Formal Test,他把腿走得很酸。,是
53,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,40,Formal Test,Formal Test,s9687n,1,Formal Test,約翰替那位老婦人捏了把冷汗。,否
54,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,41,Formal Test,Formal Test,s9687n,1,Formal Test,他把酒不停地喝。,是
55,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,42,Formal Test,Formal Test,s9687n,1,Formal Test,這瓶酒把李四醉得站不起來。,是
56,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,43,Formal Test,Formal Test,s9687n,0,Formal Test,老王把持健康的生活態度，期盼能長命百歲。,否
57,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,44,Formal Test,Formal Test,s9687n,1,Formal Test,約翰每一把都贏。,否
58,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,45,Formal Test,Formal Test,s9687n,0,Formal Test,他把橘子剝了皮。,是
59,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,46,Formal Test,Formal Test,s9687n,1,Formal Test,盡情把酒言歡是老王的夢想。,否
60,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,47,Formal Test,Formal Test,s9687n,1,Formal Test,約翰用拖把拖地。,否
61,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,48,Formal Test,Formal Test,s9687n,1,Formal Test,他把你恨透了。,是
62,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,49,Formal Test,Formal Test,s9687n,1,Formal Test,媽媽眼明手快的從人群中一把抓住特價商品。,否
63,1.73E+12,5/11/2024 7:55,1.73E+12,8,5/11/2024 23:55,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,50,Formal Test,Formal Test,s9687n,1,Formal Test,新聞局應該把自己做的廣告拿出來看一看。,是
64,1.73E+12,5/11/2024 7:56,1.73E+12,8,5/11/2024 23:56,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,2,Break,Screen 1,futlwl,1,Break,,
65,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,51,Formal Test,Formal Test,s9687n,1,Formal Test,政府會把產品品牌的勞動製造條件公諸於眾。,是
66,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,52,Formal Test,Formal Test,s9687n,1,Formal Test,國際石油組織將把日產量減產五十萬桶。,是
67,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,53,Formal Test,Formal Test,s9687n,1,Formal Test,超市裡三把蔥特價五十塊。,否
68,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,54,Formal Test,Formal Test,s9687n,1,Formal Test,土匪把他殺了父親。,是
69,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,55,Formal Test,Formal Test,s9687n,1,Formal Test,他把蘋果吃了。,是
70,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,56,Formal Test,Formal Test,s9687n,1,Formal Test,媽媽要小明再加把勁。,否
71,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,57,Formal Test,Formal Test,s9687n,1,Formal Test,他會把你踢好幾腳。,是
72,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,58,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把柄在人手裡，不得不對人言聽計從。,否
73,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,59,Formal Test,Formal Test,s9687n,1,Formal Test,他把悲傷化成力量。,是
74,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,60,Formal Test,Formal Test,s9687n,0,Formal Test,帥哥把妹很容易。,否
75,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,61,Formal Test,Formal Test,s9687n,1,Formal Test,他已經把行李拿出來了。,是
76,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,62,Formal Test,Formal Test,s9687n,1,Formal Test,天氣把狗熱得都不叫了。,是
77,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,63,Formal Test,Formal Test,s9687n,1,Formal Test,約翰抓起一把塵土撒向大海。,否
78,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,64,Formal Test,Formal Test,s9687n,1,Formal Test,家長都希望小孩補習能學習一把罩。,否
79,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,65,Formal Test,Formal Test,s9687n,1,Formal Test,歹徒身旁散落著兩把手槍。,否
80,1.73E+12,5/11/2024 7:57,1.73E+12,8,5/11/2024 23:57,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,66,Formal Test,Formal Test,s9687n,1,Formal Test,約翰對考一百分有十足的把握。,否
81,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,67,Formal Test,Formal Test,s9687n,0,Formal Test,我們得先把這問題想一想。,是
82,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,68,Formal Test,Formal Test,s9687n,1,Formal Test,面對各種誘惑，要學習把持得住。,否
83,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,69,Formal Test,Formal Test,s9687n,1,Formal Test,他總是把家保持得很乾淨。,是
84,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,70,Formal Test,Formal Test,s9687n,0,Formal Test,警方在去年十二月把執法焦點由打擊毒品轉移至網路犯罪。,是
85,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,71,Formal Test,Formal Test,s9687n,1,Formal Test,女演員懂得如何把持好情緒。,否
86,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,72,Formal Test,Formal Test,s9687n,1,Formal Test,我會把書放在桌上。,是
87,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,73,Formal Test,Formal Test,s9687n,1,Formal Test,壽司店童抓起整把筷子。,否
88,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,74,Formal Test,Formal Test,s9687n,1,Formal Test,天氣把我冷得直打顫。,是
89,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,75,Formal Test,Formal Test,s9687n,1,Formal Test,九把刀的新書讓約翰愛不釋手。,否
90,1.73E+12,5/11/2024 7:58,1.73E+12,8,5/11/2024 23:58,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,3,Break,Screen 1,futlwl,1,Break,,
91,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,76,Formal Test,Formal Test,s9687n,1,Formal Test,西藏喇嘛們應該把西藏佛法傳到台灣。,是
92,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,77,Formal Test,Formal Test,s9687n,1,Formal Test,教育部希望把技職體系大專院校數提高到與一般大學數量相當。,是
93,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,78,Formal Test,Formal Test,s9687n,1,Formal Test,要懂得把握時機才能爭取升職。,否
94,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,79,Formal Test,Formal Test,s9687n,1,Formal Test,新款吹風機設計成超好握的握把。,否
95,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,80,Formal Test,Formal Test,s9687n,1,Formal Test,清淡的交投並無法把油價推升至二十五美元以上。,是
96,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,81,Formal Test,Formal Test,s9687n,0,Formal Test,趙六把持著整個公司的運作。,否
97,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,82,Formal Test,Formal Test,s9687n,1,Formal Test,他把便宜佔盡了。,是
98,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,83,Formal Test,Formal Test,s9687n,0,Formal Test,他把手摀在耳朵上。,是
99,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,84,Formal Test,Formal Test,s9687n,0,Formal Test,他把臉塗滿了灰。,是
100,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,85,Formal Test,Formal Test,s9687n,1,Formal Test,清剿行動旨在把叛軍驅離馬其頓。,是
101,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,86,Formal Test,Formal Test,s9687n,1,Formal Test,他把我問了很難的問題。,是
102,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,87,Formal Test,Formal Test,s9687n,1,Formal Test,新上任的發言人是外交部第一把交椅。,否
103,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,88,Formal Test,Formal Test,s9687n,1,Formal Test,約翰把握老闆給的機會。,否
104,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,89,Formal Test,Formal Test,s9687n,1,Formal Test,兇手推了約翰一把。,否
105,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,90,Formal Test,Formal Test,s9687n,1,Formal Test,西北航空公司副機長不等規定公布就帶了一把半自動手槍登機。,否
106,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,91,Formal Test,Formal Test,s9687n,1,Formal Test,車門門把生鏽了。,否
107,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,92,Formal Test,Formal Test,s9687n,1,Formal Test,新款握把布改良了舊款的缺點。,否
108,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,93,Formal Test,Formal Test,s9687n,1,Formal Test,新手媽媽每天要幫小孩把屎把尿。,否
109,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,94,Formal Test,Formal Test,s9687n,0,Formal Test,善於攏絡人心的政治人物知道如何把持群眾的心。,否
110,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,95,Formal Test,Formal Test,s9687n,1,Formal Test,約翰在緊要關頭拉了老王一把。,否
111,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,96,Formal Test,Formal Test,s9687n,1,Formal Test,只有先把政治議題放一邊才能建立彼此信任。,是
112,1.73E+12,5/11/2024 7:59,1.73E+12,8,5/11/2024 23:59,187120,8,task-uo5z,,41109743,BLIND,11991193,,complete,,,mobile,Apple iPhone,iOS 16.5.1,Line 14.14.0,414x736,414x682,,,0,Chinese Ba Acceptability Exp.,18,Spreadsheet1,Spreadsheet1,97,Formal Test,Formal Test,s9687n,1,Formal Test,他希望把這個獎獻給他的太太和兒子。,是
